Date,Open,High,Low,Close,Volume,Adj Close
7/1/2014 12:00:00 AM,587.65,595.65,572.10,586.65,1629000,586.65
6/2/2014 12:00:00 AM,569.75,589.60,547.47,584.67,1948700,584.67
5/1/2014 12:00:00 AM,534.25,577.66,511.09,571.65,2063200,571.65
4/1/2014 12:00:00 AM,1120.27,1144.80,511.00,534.88,3377400,534.88
3/3/2014 12:00:00 AM,1206.75,1226.99,1102.10,1114.51,4338300,557.81
2/3/2014 12:00:00 AM,1179.20,1228.88,1128.02,1215.65,4507000,608.43
1/2/2014 12:00:00 AM,1115.46,1186.54,1082.27,1180.97,5715900,591.08
12/2/2013 12:00:00 AM,1063.51,1121.00,1049.02,1120.71,3349000,560.92
11/1/2013 12:00:00 AM,1031.79,1068.00,1005.00,1059.59,2742100,530.33
10/1/2013 12:00:00 AM,880.25,1041.52,842.98,1030.58,4939700,515.81
9/3/2013 12:00:00 AM,854.36,905.99,853.95,875.91,3481000,438.39
8/1/2013 12:00:00 AM,895.00,909.71,845.56,846.90,3210200,423.87
7/1/2013 12:00:00 AM,886.45,928.00,875.61,887.75,4851300,444.32
6/3/2013 12:00:00 AM,873.00,910.84,847.22,880.37,5087800,440.63
5/1/2013 12:00:00 AM,823.26,920.60,816.36,871.22,4666700,436.05
4/1/2013 12:00:00 AM,795.01,827.64,761.26,824.57,5072900,412.70
3/1/2013 12:00:00 AM,797.80,844.00,793.30,794.19,4479100,397.49
2/1/2013 12:00:00 AM,758.20,808.97,758.10,801.20,5111200,401.00
1/2/2013 12:00:00 AM,719.42,760.95,695.52,755.69,5141400,378.22
12/3/2012 12:00:00 AM,702.24,729.10,682.33,707.38,4364800,354.04
11/1/2012 12:00:00 AM,679.50,699.22,636.00,698.37,4742100,349.53
10/1/2012 12:00:00 AM,759.05,774.38,669.70,680.30,6977300,340.49
9/4/2012 12:00:00 AM,684.55,764.89,673.50,754.50,6620800,377.63
8/1/2012 12:00:00 AM,637.30,688.99,623.41,685.09,4273000,342.89
7/2/2012 12:00:00 AM,581.82,642.60,562.09,632.97,5057000,316.80
6/1/2012 12:00:00 AM,571.79,587.89,556.52,580.07,4664200,290.33
5/1/2012 12:00:00 AM,603.79,637.85,579.00,580.86,5598100,290.72
4/2/2012 12:00:00 AM,640.77,653.14,590.20,604.85,6122300,302.73
3/1/2012 12:00:00 AM,622.26,658.59,593.84,641.24,4508200,320.94
2/1/2012 12:00:00 AM,584.94,625.60,579.14,618.25,5045000,309.43
1/3/2012 12:00:00 AM,652.94,670.25,564.55,580.11,7570800,290.35
12/1/2011 12:00:00 AM,600.00,646.76,599.00,645.90,5406800,323.27
11/1/2011 12:00:00 AM,580.10,618.30,561.33,599.39,6060300,299.99
10/3/2011 12:00:00 AM,509.85,602.70,480.60,592.64,7589800,296.62
9/1/2011 12:00:00 AM,540.75,558.52,510.50,515.04,5837200,257.78
8/1/2011 12:00:00 AM,611.22,615.50,490.86,540.96,9509400,270.75
7/1/2011 12:00:00 AM,506.74,627.50,506.38,603.69,8510700,302.15
6/1/2011 12:00:00 AM,528.04,533.20,473.02,506.38,5590100,253.44
5/2/2011 12:00:00 AM,545.70,545.73,513.40,529.02,4568200,264.77
4/1/2011 12:00:00 AM,588.76,595.19,519.00,544.10,7439500,272.32
3/1/2011 12:00:00 AM,617.78,619.22,551.28,586.76,5400400,293.67
2/1/2011 12:00:00 AM,604.49,631.18,601.35,613.40,4642700,307.01
1/3/2011 12:00:00 AM,596.48,642.96,595.55,600.36,6272500,300.48
12/1/2010 12:00:00 AM,563.00,607.00,562.40,593.97,3980000,297.28
11/1/2010 12:00:00 AM,615.73,630.85,553.31,555.71,6237400,278.13
10/1/2010 12:00:00 AM,530.00,624.74,518.85,613.70,7766000,307.16
9/1/2010 12:00:00 AM,454.98,536.85,452.50,525.79,5988700,263.16
8/2/2010 12:00:00 AM,488.99,508.60,447.65,450.02,4976900,225.24
7/1/2010 12:00:00 AM,445.29,497.50,433.63,484.85,6798200,242.67
6/1/2010 12:00:00 AM,480.43,509.25,444.72,444.95,5763800,222.70
5/3/2010 12:00:00 AM,526.50,532.92,460.00,485.63,8437100,243.06
4/1/2010 12:00:00 AM,571.35,597.84,521.03,525.70,7182800,263.11
3/1/2010 12:00:00 AM,529.20,588.28,527.74,567.12,7540700,283.84
2/1/2010 12:00:00 AM,534.60,547.50,520.00,526.80,5687200,263.66
1/4/2010 12:00:00 AM,626.95,629.51,525.61,529.94,9804900,265.24
