Date,Open,High,Low,Close,Volume,Adj Close
7/1/2014 12:00:00 AM,93.52,96.80,93.09,95.22,44356000,95.22
6/2/2014 12:00:00 AM,633.96,651.26,89.65,92.93,59811300,92.93
5/1/2014 12:00:00 AM,592.00,644.17,580.33,633.00,74996300,90.43
4/1/2014 12:00:00 AM,537.76,599.43,511.33,590.09,82044000,83.83
3/3/2014 12:00:00 AM,523.42,549.00,522.81,536.74,61552000,76.25
2/3/2014 12:00:00 AM,502.61,551.19,499.30,526.24,82267500,74.76
1/2/2014 12:00:00 AM,555.68,560.20,493.55,500.60,109889900,70.69
12/2/2013 12:00:00 AM,558.00,575.14,538.80,561.02,86672400,79.23
11/1/2013 12:00:00 AM,524.02,558.33,512.38,556.07,69291000,78.53
10/1/2013 12:00:00 AM,478.45,539.25,478.28,522.70,88189400,73.39
9/3/2013 12:00:00 AM,493.10,507.92,447.22,476.75,111138700,66.94
8/1/2013 12:00:00 AM,455.75,513.74,453.26,487.22,94666300,68.41
7/1/2013 12:00:00 AM,402.69,457.34,401.22,452.53,77966700,63.12
6/3/2013 12:00:00 AM,450.73,454.43,388.87,396.53,94963100,55.31
5/1/2013 12:00:00 AM,444.46,465.75,418.90,449.73,111725300,62.73
4/1/2013 12:00:00 AM,441.90,445.25,385.10,442.78,132443500,61.35
3/1/2013 12:00:00 AM,438.00,469.95,419.00,442.66,120246400,61.34
2/1/2013 12:00:00 AM,459.11,484.94,437.66,441.40,127191400,61.16
1/2/2013 12:00:00 AM,553.82,555.00,435.00,455.49,160032800,62.75
12/3/2012 12:00:00 AM,593.65,594.59,501.23,532.17,159903000,73.31
11/1/2012 12:00:00 AM,598.22,603.00,505.75,585.28,158585300,80.63
10/1/2012 12:00:00 AM,671.16,676.75,587.70,595.32,150628900,81.64
9/4/2012 12:00:00 AM,665.76,705.07,656.00,667.10,128080400,91.48
8/1/2012 12:00:00 AM,615.91,680.87,600.25,665.24,93636100,91.23
7/2/2012 12:00:00 AM,584.73,619.87,570.00,610.76,111571100,83.40
6/1/2012 12:00:00 AM,569.16,590.00,548.50,584.00,98539600,79.74
5/1/2012 12:00:00 AM,584.90,596.76,522.18,577.73,131795600,78.89
4/2/2012 12:00:00 AM,601.83,644.00,555.00,583.98,201314100,79.74
3/1/2012 12:00:00 AM,548.17,621.45,516.22,599.55,185402000,81.87
2/1/2012 12:00:00 AM,458.41,547.61,453.98,542.44,154007000,74.07
1/3/2012 12:00:00 AM,409.40,458.24,409.00,456.48,90644200,62.33
12/1/2011 12:00:00 AM,382.54,409.09,377.68,405.00,77216600,55.30
11/1/2011 12:00:00 AM,397.41,408.00,363.32,382.20,111543300,52.19
10/3/2011 12:00:00 AM,380.37,426.70,354.24,404.78,161034800,55.27
9/1/2011 12:00:00 AM,385.82,422.86,366.48,381.32,149108200,52.07
8/1/2011 12:00:00 AM,397.78,399.50,353.02,384.83,181143300,52.55
7/1/2011 12:00:00 AM,335.95,404.50,334.20,390.48,141081600,53.32
6/1/2011 12:00:00 AM,348.87,352.13,310.50,335.67,108940900,45.83
5/2/2011 12:00:00 AM,349.74,351.83,329.42,347.83,87259700,47.49
4/1/2011 12:00:00 AM,351.11,355.13,320.16,350.13,128252100,47.81
3/1/2011 12:00:00 AM,355.47,361.67,326.26,348.51,125874700,47.59
2/1/2011 12:00:00 AM,341.30,364.90,337.72,353.21,127618700,48.23
1/3/2011 12:00:00 AM,325.64,348.60,324.84,339.32,140234700,46.33
12/1/2010 12:00:00 AM,315.27,326.66,314.89,322.56,81440200,44.04
11/1/2010 12:00:00 AM,302.22,321.30,297.76,311.15,119166000,42.49
10/1/2010 12:00:00 AM,286.15,319.00,277.77,300.98,150774800,41.10
9/1/2010 12:00:00 AM,247.47,294.73,246.28,283.75,149087000,38.74
8/2/2010 12:00:00 AM,260.44,264.28,235.56,243.10,113748900,33.19
7/1/2010 12:00:00 AM,254.30,265.99,239.60,257.25,191879900,35.13
6/1/2010 12:00:00 AM,259.69,279.01,242.20,251.53,197621600,34.35
5/3/2010 12:00:00 AM,263.84,267.88,199.25,256.88,236228300,35.08
4/1/2010 12:00:00 AM,237.41,272.46,232.75,261.09,153685600,35.65
3/1/2010 12:00:00 AM,205.75,237.48,205.45,235.00,136791600,32.09
2/1/2010 12:00:00 AM,192.37,205.17,190.85,204.62,148467600,27.94
1/4/2010 12:00:00 AM,213.43,215.59,190.25,192.06,215986100,26.22
