Date,Open,High,Low,Close,Volume,Adj Close
7/7/2014 12:00:00 AM,187.61,188.90,186.21,188.00,2996700,188.00
6/30/2014 12:00:00 AM,181.33,188.99,180.26,188.53,4595500,188.53
6/23/2014 12:00:00 AM,181.92,183.00,179.27,181.71,3540700,181.71
6/16/2014 12:00:00 AM,182.40,184.47,181.24,181.55,4830700,181.55
6/9/2014 12:00:00 AM,186.22,187.64,180.91,182.56,3628700,182.56
6/2/2014 12:00:00 AM,184.76,187.65,183.92,186.37,2848600,186.37
5/27/2014 12:00:00 AM,184.80,185.65,182.33,184.36,3973900,184.36
5/19/2014 12:00:00 AM,186.61,187.16,184.70,185.94,2813200,185.94
5/12/2014 12:00:00 AM,191.12,193.03,185.93,187.06,3881400,187.06
5/5/2014 12:00:00 AM,191.05,191.49,186.93,190.08,2785000,190.08
4/28/2014 12:00:00 AM,191.14,196.86,190.58,191.44,4239000,190.33
4/21/2014 12:00:00 AM,189.80,193.00,189.11,189.63,4462500,188.53
4/14/2014 12:00:00 AM,196.24,198.71,187.01,190.01,7641300,188.91
4/7/2014 12:00:00 AM,191.72,199.21,191.57,195.19,6119700,194.06
3/31/2014 12:00:00 AM,191.64,195.13,191.28,191.77,5807300,190.66
3/24/2014 12:00:00 AM,187.43,195.63,187.37,190.45,7093000,189.35
3/17/2014 12:00:00 AM,182.66,188.70,182.66,186.67,6164200,185.59
3/10/2014 12:00:00 AM,187.55,188.45,182.21,182.21,4811400,181.16
3/3/2014 12:00:00 AM,183.33,188.92,182.82,187.68,4020600,186.59
2/24/2014 12:00:00 AM,182.82,186.12,182.82,185.17,4146800,184.10
2/18/2014 12:00:00 AM,183.18,185.71,182.32,182.79,4943500,181.73
2/10/2014 12:00:00 AM,176.97,184.43,176.25,183.69,4262500,182.63
2/3/2014 12:00:00 AM,176.02,177.56,172.19,177.25,5046800,176.22
1/27/2014 12:00:00 AM,179.61,179.65,175.34,176.68,5111900,174.70
1/21/2014 12:00:00 AM,190.23,190.39,179.64,179.64,9684200,177.63
1/13/2014 12:00:00 AM,186.26,190.81,183.86,190.09,5527000,187.96
1/6/2014 12:00:00 AM,187.15,190.35,185.30,187.26,4589500,185.16
12/30/2013 12:00:00 AM,185.32,187.79,184.67,186.64,3812000,184.55
12/23/2013 12:00:00 AM,181.05,186.50,180.61,185.08,3100200,183.01
12/16/2013 12:00:00 AM,173.22,182.00,172.73,180.02,6453400,178.00
12/9/2013 12:00:00 AM,177.99,178.15,172.73,172.80,4374100,170.86
12/2/2013 12:00:00 AM,179.46,179.59,175.16,177.67,4963200,175.68
11/25/2013 12:00:00 AM,180.25,180.76,177.31,179.68,5096200,177.67
11/18/2013 12:00:00 AM,183.52,186.24,179.92,181.30,5127400,179.27
11/11/2013 12:00:00 AM,180.19,184.05,179.66,183.19,5136500,181.14
11/4/2013 12:00:00 AM,179.90,181.39,177.35,179.99,5127000,177.97
10/28/2013 12:00:00 AM,177.04,182.32,176.20,179.23,5170700,176.27
10/21/2013 12:00:00 AM,174.42,179.10,172.63,176.85,5972300,173.93
10/14/2013 12:00:00 AM,185.41,186.99,172.57,173.78,9132600,170.91
